Course Name,Course Description,Course University,Course University Tag,Course Link,Course Provider,Course Duration,Course Pricing
Introducing the voluntary sector,"This free course, Introducing the voluntary sector, will guide you through some of the distinctive features and values of the voluntary sector, how organisations are funded and involve volunteers ...",The Open University,tou,/course/openlearn-introducing-the-voluntary-sector-conten-95532,OpenLearn,24 hours worth of material,Free Certificate
Introduction to active galaxies,"The field of active galaxies is recognised as one of increasing importance. But how do we know there are different kinds of galaxy? What are active galaxies? How are they powered? This free course,...",The Open University,tou,/course/openlearn-science-maths-technology-introduction-a-95534,OpenLearn,20 hours worth of material,Free Certificate
Introduction to algebra,"This free course is an introduction to algebra which builds on the idea of using letters to represent numbers. Section 1 looks at finding, simplifying and using formulas and includes useful tips on...",The Open University,tou,/course/openlearn-science-maths-technology-introduction-a-95536,OpenLearn,16 hours worth of material,Free Certificate
Introduction to bookkeeping and accounting,"Learn about the essential numerical skills required for accounting and bookkeeping. This free course, Introduction to bookkeeping and accounting, explains the fundamental rules of double-entry ...",The Open University,tou,/course/openlearn-money-business-introduction-bookkeeping-95537,OpenLearn,8 hours worth of material,Free Certificate
An introduction to complex numbers,"In this free course, An introduction to complex numbers, you will learn how complex numbers are defined, examine their geometric representation and then move on to looking at the methods for ...",The Open University,tou,/course/openlearn-mathematics-statistics-an-introduction--95539,OpenLearn,16 hours worth of material,Free Certificate
An introduction to computers and computer systems,"This free course, An introduction to computers and computer systems, challenges how we view computers through the examples of processors in kitchen scales and digital cameras, as well as examining ...",The Open University,tou,/course/openlearn-an-introduction-computers-and-computer--95540,OpenLearn,16 hours worth of material,Free Certificate
An introduction to design engineering,"This free course, An introduction to design engineering, looks at the way in which engineers use ideas and approaches from the discipline of design thinking to inform their work. The complexity ...",The Open University,tou,/course/openlearn-engineering-technology-an-introduction--95543,OpenLearn,10 hours worth of material,Free Certificate
Introduction to differential equations,"Differential equations are any equations that include derivatives and arise in many situations. This free course, Introduction to differential equations, considers three types of first-order ...",The Open University,tou,/course/openlearn-science-maths-technology-introduction-d-95544,OpenLearn,18 hours worth of material,Free Certificate
Introduction to ecosystems,"If we don't grasp why ecosystems function, it becomes harder to determine possible reasons for when they don't, and makes it difficult to identify possible environmental threats to humans. In this ...",The Open University,tou,/course/openlearn-introduction-ecosystems-content-section-95545,OpenLearn,12 hours worth of material,Free Certificate
An introduction to electronics,"Electronics is fundamental to modern life. Using an interactive website, videos, and easy-to-use electronic circuit design and simulation software, this free course, An introduction to electronics,...",The Open University,tou,/course/openlearn-science-maths-technology-an-introductio-95546,OpenLearn,10 hours worth of material,Free Certificate
An introduction to geology,"In this free course, An introduction to geology, you will explore basic geological processes, focusing on how, where and why different rocks and natural resources form across the Earth.",The Open University,tou,/course/openlearn-introduction-geology-content-section-ov-95547,OpenLearn,12 hours worth of material,Free Certificate
Life in the Palaeozoic,"Fossils are a glimpse into the distant past and fascinate young and old alike. This free course, Life in the Palaeozoic, will introduce you to the explosion of evolution that took place during the ...",The Open University,tou,/course/openlearn-natural-history-life-the-palaeozoic-95580,OpenLearn,12 hours worth of material,Free Certificate
